player_id,player_name,eligible_positions,adp,points
Spencer_Steer_H,Spencer Steer_H,1B;OF,271.4,459.9
Ryan_Weathers_P,Ryan Weathers_P,SP,271.8,485.26
Chase_DeLauter_H,Chase DeLauter_H,OF;Util,272.6,474.0
Clay_Holmes_P,Clay Holmes_P,SP,273.6,650.82
Braxton_Ashcraft_P,Braxton Ashcraft_P,SP;RP,274.8,581.2
Tyler_Stephenson_H,Tyler Stephenson_H,C,275.0,436.8
Ryan_O_Hearn_H,Ryan O'Hearn_H,1B;OF;Util,275.4,576.9
Cody_Ponce_P,Cody Ponce_P,SP;RP,276.8,638.7
Bryce_Miller_P,Bryce Miller_P,SP,277.0,579.54
Mike_Burrows_P,Mike Burrows_P,SP;RP,280.0,550.32
Casey_Mize_P,Casey Mize_P,SP,280.8,590.12
Grayson_Rodriguez_P,Grayson Rodriguez_P,SP,281.8,503.36
Justin_Crawford_H,Justin Crawford_H,OF,284.4,482.9
Bailey_Ober_P,Bailey Ober_P,SP,284.6,618.28
Joey_Cantillo_P,Joey Cantillo_P,SP;RP,286.2,589.24
Willi_Castro_H,Willi Castro_H,2B;3B;SS;OF,287.2,539.6
Marcell_Ozuna_H,Marcell Ozuna_H,Util,288.0,636.2
Mark_Vientos_H,Mark Vientos_H,1B;3B;Util,288.2,487.3
Miguel_Vargas_H,Miguel Vargas_H,1B;3B,289.0,608.1
Evan_Carter_H,Evan Carter_H,OF,289.2,496.7
Sean_Manaea_P,Sean Manaea_P,SP;RP,290.6,543.28
Masyn_Winn_H,Masyn Winn_H,SS,291.2,619.0
Andrew_Painter_P,Andrew Painter_P,SP,292.0,393.94
Jasson_Dominguez_H,Jasson Dominguez_H,OF;Util,292.2,242.9
Robert_Garcia_P,Robert Garcia_P,RP,292.2,407.48
Spencer_Schwellenbach_P,Spencer Schwellenbach_P,SP,292.6,348.42
Matt_Shaw_H,Matt Shaw_H,2B;3B;OF;Util,292.8,321.1
Ian_Seymour_P,Ian Seymour_P,SP;RP,293.0,494.5
Quinn_Priester_P,Quinn Priester_P,SP;RP,293.6,510.52
Josh_Lowe_H,Josh Lowe_H,OF,297.5,514.5
Logan_Henderson_P,Logan Henderson_P,SP,297.6,387.0
Brady_Singer_P,Brady Singer_P,SP,297.8,676.52
Carson_Benge_H,Carson Benge_H,OF,298.6,377.1
Lenyn_Sosa_H,Lenyn Sosa_H,1B;2B;Util,300.5,392.1
Jordan_Lawlar_H,Jordan Lawlar_H,3B;OF,301.4,435.1
Jose_Soriano_P,Jose Soriano_P,SP,301.8,778.0
Zach_McKinstry_H,Zach McKinstry_H,2B;3B;SS;OF,302.6,395.4
Brayan_Bello_P,Brayan Bello_P,SP,302.8,628.54
Matt_Wallner_H,Matt Wallner_H,OF,305.0,553.0
Parker_Messick_P,Parker Messick_P,SP,305.2,519.2
Ryan_Jeffers_H,Ryan Jeffers_H,C;Util,305.2,519.4
Victor_Scott_H,Victor Scott_H,OF,306.4,434.5
Garrett_Whitlock_P,Garrett Whitlock_P,RP,306.6,371.3
Seth_Lugo_P,Seth Lugo_P,SP,307.4,588.6
Will_Warren_P,Will Warren_P,SP,308.2,512.92
Jonathan_India_H,Jonathan India_H,2B;3B;OF;Util,308.6,511.5
